,loss_0Conv,accuracy_0Conv,loss_1Conv,accuracy_1Conv,loss_2Conv,accuracy_2Conv,loss_3Conv,accuracy_3Conv
0,0.8655059933662415,0.7509444355964661,0.4328107237815857,0.8767592310905457,0.37004539370536804,0.8884814977645874,0.5997993350028992,0.8143518567085266
1,0.5105924010276794,0.8525184988975525,0.2030274122953415,0.941444456577301,0.10975419729948044,0.967296302318573,0.233503520488739,0.931259274482727
2,0.46455129981040955,0.8647962808609009,0.15425685048103333,0.9546666741371155,0.08223783224821091,0.9744629859924316,0.17764616012573242,0.9475740790367126
3,0.4428284168243408,0.8704814910888672,0.12826967239379883,0.9618333578109741,0.06894909590482712,0.978092610836029,0.1460394561290741,0.9568333625793457
4,0.43412819504737854,0.8740555644035339,0.11612364649772644,0.9657777547836304,0.058717578649520874,0.9817036986351013,0.12841050326824188,0.9627962708473206
5,0.4268006980419159,0.8757592439651489,0.10344354063272476,0.9684629440307617,0.05315586179494858,0.9834259152412415,0.11579527705907822,0.9653333425521851
6,0.42185333371162415,0.8758703470230103,0.09411658346652985,0.9716481566429138,0.049734726548194885,0.9843147993087769,0.10419709235429764,0.9696666598320007
