epoch,accuracy,loss,val_accuracy,val_loss
0,0.49707260727882385,0.7290551662445068,0.5263158082962036,0.6938791275024414
1,0.49297425150871277,0.7268831133842468,0.5368421077728271,0.6895511746406555
2,0.5046838521957397,0.7233298420906067,0.5631579160690308,0.6859385371208191
3,0.5146369934082031,0.720363438129425,0.5736842155456543,0.6835748553276062
4,0.5386416912078857,0.7071291208267212,0.5684210658073425,0.6816648840904236
5,0.5245901346206665,0.7031219005584717,0.557894766330719,0.6782273054122925
6,0.5573770403862,0.693514347076416,0.5631579160690308,0.6777036190032959
7,0.5603044629096985,0.6871412396430969,0.5736842155456543,0.6762259006500244
8,0.5562061071395874,0.6872856616973877,0.5684210658073425,0.6738901138305664
9,0.574355959892273,0.6813074350357056,0.5631579160690308,0.6754726767539978
10,0.5685011744499207,0.6809811592102051,0.5631579160690308,0.6729978322982788
11,0.5854800939559937,0.6735848188400269,0.557894766330719,0.671865701675415
12,0.5778688788414001,0.6751266717910767,0.5789473652839661,0.6727204322814941
13,0.595433235168457,0.6708080172538757,0.5736842155456543,0.6714540719985962
14,0.5989461541175842,0.6621229648590088,0.557894766330719,0.6695160865783691
15,0.5977751612663269,0.667528510093689,0.5631579160690308,0.6701960563659668
16,0.6001170873641968,0.6656137704849243,0.5736842155456543,0.6704767942428589
17,0.5966042280197144,0.658633828163147,0.557894766330719,0.6695283055305481
18,0.620608925819397,0.6525143384933472,0.557894766330719,0.6687976717948914
19,0.6334894895553589,0.6385201215744019,0.5631579160690308,0.6694132685661316
20,0.629391074180603,0.6482385993003845,0.5631579160690308,0.6693322658538818
21,0.6094847917556763,0.647348940372467,0.5631579160690308,0.6681551933288574
22,0.6258782148361206,0.6484211087226868,0.5631579160690308,0.6698384881019592
23,0.6176815032958984,0.648922860622406,0.5736842155456543,0.669512152671814
24,0.6235362887382507,0.6504418253898621,0.5789473652839661,0.6654388308525085
25,0.629391074180603,0.6410394310951233,0.5736842155456543,0.6654407382011414
26,0.6264637112617493,0.6405715346336365,0.5789473652839661,0.665421724319458
27,0.6194379329681396,0.6445595622062683,0.5736842155456543,0.6671041250228882
28,0.641686201095581,0.6354008913040161,0.5842105150222778,0.6661310195922852
29,0.635831356048584,0.6394606232643127,0.5842105150222778,0.6659590005874634
30,0.6492974162101746,0.6442161202430725,0.5789473652839661,0.6660703420639038
31,0.652810275554657,0.6262640357017517,0.5842105150222778,0.6646891832351685
32,0.6446135640144348,0.6330494284629822,0.5842105150222778,0.6646488308906555
33,0.6446135640144348,0.6302400827407837,0.5894736647605896,0.6634360551834106
34,0.6329039931297302,0.6386173367500305,0.5894736647605896,0.6662458181381226
35,0.6627634763717651,0.6228867173194885,0.5947368144989014,0.6637031435966492
36,0.6522248387336731,0.6327922940254211,0.5842105150222778,0.6640762090682983
37,0.6411007046699524,0.6284258961677551,0.5842105150222778,0.6641552448272705
38,0.6533957719802856,0.6301468014717102,0.6000000238418579,0.6624540090560913
39,0.6744730472564697,0.606858491897583,0.6000000238418579,0.6617950201034546
40,0.6370023488998413,0.6309510469436646,0.6052631735801697,0.6616200804710388
41,0.6662763357162476,0.6162335872650146,0.5842105150222778,0.6638593077659607
42,0.6551522016525269,0.6221224069595337,0.5842105150222778,0.6631476879119873
43,0.6656908392906189,0.6156572699546814,0.5947368144989014,0.6611922383308411
44,0.6615924835205078,0.6176288723945618,0.5789473652839661,0.662471354007721
45,0.6668618321418762,0.6114153265953064,0.5947368144989014,0.660784125328064
46,0.6697892546653748,0.6137829422950745,0.5894736647605896,0.6612970232963562
47,0.652810275554657,0.6145927906036377,0.5789473652839661,0.6623455882072449
48,0.6639344096183777,0.6129148006439209,0.5894736647605896,0.6610952615737915
49,0.6522248387336731,0.6133542656898499,0.5789473652839661,0.6614283323287964
