epoch,accuracy,loss,val_accuracy,val_loss
0,0.5579625368118286,8.449544906616211,0.4842105209827423,2.363429546356201
1,0.5608899593353271,3.4431707859039307,0.5421052575111389,1.4994012117385864
2,0.5772833824157715,2.423170804977417,0.5684210658073425,1.1991814374923706
3,0.5626463890075684,1.856860637664795,0.5105262994766235,1.080893635749817
4,0.5761123895645142,1.5626946687698364,0.5157894492149353,0.9758772850036621
5,0.5737704634666443,1.3189697265625,0.5368421077728271,0.8924039602279663
6,0.5649883151054382,1.2979744672775269,0.5105262994766235,0.855327308177948
7,0.5731850266456604,1.1853357553482056,0.5263158082962036,0.8615741729736328
8,0.5690866708755493,1.0559697151184082,0.5210526585578918,0.8316391110420227
9,0.5737704634666443,1.0307140350341797,0.5210526585578918,0.8111583590507507
10,0.5661592483520508,0.980434775352478,0.5105262994766235,0.7981391549110413
11,0.5714285969734192,0.9385594129562378,0.5210526585578918,0.7497817277908325
12,0.5725995302200317,0.9016903638839722,0.5263158082962036,0.7347583770751953
13,0.5608899593353271,0.8923174142837524,0.5315789580345154,0.7373814582824707
14,0.5737704634666443,0.85170978307724,0.5315789580345154,0.7307543158531189
15,0.5778688788414001,0.8277203440666199,0.5368421077728271,0.7113950252532959
16,0.5837236642837524,0.8224014043807983,0.5315789580345154,0.71174556016922
17,0.5778688788414001,0.8439741134643555,0.5263158082962036,0.7090246081352234
18,0.5667447447776794,0.8186076879501343,0.5315789580345154,0.7030125856399536
19,0.5725995302200317,0.8016654253005981,0.5210526585578918,0.7032350897789001
20,0.601873517036438,0.7500866651535034,0.5210526585578918,0.7061656713485718
21,0.597189724445343,0.7394314408302307,0.5157894492149353,0.7010412812232971
22,0.5860655903816223,0.7514878511428833,0.5157894492149353,0.6930457949638367
23,0.6077283620834351,0.7035936117172241,0.5157894492149353,0.6945444345474243
24,0.5995315909385681,0.7275439500808716,0.5210526585578918,0.6936342716217041
25,0.5901639461517334,0.7431580424308777,0.5210526585578918,0.6911244988441467
26,0.5936768054962158,0.7308756113052368,0.5210526585578918,0.6849193572998047
27,0.6176815032958984,0.7034076452255249,0.5263158082962036,0.6803836822509766
28,0.608313798904419,0.7128840684890747,0.5210526585578918,0.680429220199585
29,0.6077283620834351,0.7185750603675842,0.5315789580345154,0.6785275340080261
30,0.603630006313324,0.7166228294372559,0.5473684072494507,0.6779904961585999
31,0.5919203758239746,0.7056030035018921,0.5421052575111389,0.6785172820091248
32,0.6048009395599365,0.7049451470375061,0.5473684072494507,0.6780286431312561
33,0.6071428656578064,0.6901808977127075,0.5473684072494507,0.6785919070243835
34,0.6200234293937683,0.6782961487770081,0.5473684072494507,0.6771680116653442
35,0.5966042280197144,0.6962090730667114,0.557894766330719,0.6743642687797546
36,0.6106557250022888,0.7036933302879333,0.5473684072494507,0.6745298504829407
37,0.61241215467453,0.6871991157531738,0.557894766330719,0.6713270545005798
38,0.6053864359855652,0.6943796873092651,0.5631579160690308,0.6722114682197571
39,0.6247072815895081,0.6754326820373535,0.5526315569877625,0.6727608442306519
