epoch,accuracy,loss,val_accuracy,val_loss
0,0.5562061071395874,22.1864070892334,0.5631579160690308,0.7873966693878174
1,0.6522248387336731,0.682853639125824,0.5368421077728271,0.9508074522018433
2,0.675644040107727,0.6321465373039246,0.5368421077728271,0.9025827646255493
3,0.7131147384643555,0.5534226894378662,0.6315789222717285,0.6757287383079529
4,0.7693208456039429,0.48797324299812317,0.6157894730567932,0.7207905054092407
5,0.790398120880127,0.4523262083530426,0.6473684310913086,0.6553724408149719
6,0.8173301815986633,0.4290371835231781,0.6578947305679321,0.634508490562439
7,0.8173301815986633,0.4208229184150696,0.678947389125824,0.6235545873641968
8,0.8466042280197144,0.37383151054382324,0.6894736886024475,0.6022164821624756
9,0.8594847917556763,0.35598859190940857,0.6894736886024475,0.6167491674423218
10,0.8629976511001587,0.3515028655529022,0.5105262994766235,0.9879627227783203
11,0.8805620670318604,0.3322547376155853,0.7052631378173828,0.5930581092834473
12,0.8881732821464539,0.3058028221130371,0.6842105388641357,0.6208643317222595
13,0.9016393423080444,0.2929323613643646,0.6947368383407593,0.5897531509399414
14,0.9274004697799683,0.26057952642440796,0.6947368383407593,0.5806105732917786
15,0.9338407516479492,0.24768733978271484,0.7052631378173828,0.5706258416175842
16,0.9121779799461365,0.2575686275959015,0.7052631378173828,0.5753523707389832
17,0.9461358189582825,0.2261987030506134,0.7052631378173828,0.6400704383850098
18,0.9361826777458191,0.2263994812965393,0.6947368383407593,0.5668984055519104
19,0.9549180269241333,0.19892698526382446,0.7368420958518982,0.5666987299919128
20,0.9437938928604126,0.21081990003585815,0.621052622795105,0.7672654986381531
21,0.9677985906600952,0.17876072227954865,0.7263157963752747,0.5946380496025085
22,0.9631147384643555,0.18418200314044952,0.7368420958518982,0.595566987991333
23,0.9525761008262634,0.18768076598644257,0.7473683953285217,0.5827460289001465
24,0.9631147384643555,0.16496491432189941,0.7105262875556946,0.5814182758331299
