epoch,accuracy,loss,val_accuracy,val_loss
0,0.5351288318634033,45.503414154052734,0.49473685026168823,1.0722821950912476
1,0.5837236642837524,3.1945297718048096,0.5526315569877625,0.7471141815185547
2,0.561475396156311,2.473505973815918,0.6315789222717285,0.6944059133529663
3,0.5825526714324951,1.7863337993621826,0.5684210658073425,0.6770930290222168
4,0.6194379329681396,1.4366792440414429,0.5842105150222778,0.691167950630188
5,0.6001170873641968,1.4326608180999756,0.6315789222717285,0.6629297733306885
6,0.6194379329681396,1.2803502082824707,0.6105263233184814,0.6671145558357239
7,0.6112412214279175,1.192584753036499,0.6000000238418579,0.6652466654777527
8,0.603630006313324,1.201034665107727,0.5842105150222778,0.6622788906097412
9,0.6282201409339905,1.1190458536148071,0.6263157725334167,0.6504684686660767
10,0.6165105104446411,1.0769718885421753,0.6421052813529968,0.6440564393997192
11,0.6165105104446411,1.0279560089111328,0.6578947305679321,0.6427644491195679
12,0.6235362887382507,0.9921882748603821,0.6631578803062439,0.639655590057373
13,0.6077283620834351,0.9585589170455933,0.6684210300445557,0.638684868812561
14,0.6422716379165649,0.911812424659729,0.6263157725334167,0.6533441543579102
15,0.6264637112617493,0.9596363306045532,0.6631578803062439,0.6392330527305603
16,0.6223653554916382,0.9513701796531677,0.6473684310913086,0.641907811164856
17,0.635831356048584,0.8602204322814941,0.6631578803062439,0.6416621208190918
18,0.6457845568656921,0.8417016863822937,0.6684210300445557,0.6398851871490479
19,0.6235362887382507,0.8789127469062805,0.678947389125824,0.6418302059173584
20,0.6592505574226379,0.7791559100151062,0.6736842393875122,0.6407866477966309
21,0.63758784532547,0.8188748955726624,0.6473684310913086,0.6497675180435181
22,0.6381732821464539,0.7748554348945618,0.678947389125824,0.6428146958351135
23,0.6399297714233398,0.8060054183006287,0.699999988079071,0.64260333776474
24,0.6522248387336731,0.7868096232414246,0.6894736886024475,0.6420767307281494
25,0.6557376980781555,0.7518985867500305,0.6894736886024475,0.6418172121047974
26,0.6492974162101746,0.7670217752456665,0.6526315808296204,0.6457337141036987
27,0.6645199060440063,0.7303946614265442,0.699999988079071,0.6413832306861877
28,0.6779859662055969,0.7127559781074524,0.6684210300445557,0.6440345644950867
29,0.6510538458824158,0.7504892945289612,0.6631578803062439,0.6461099982261658
30,0.6598360538482666,0.7000390291213989,0.6578947305679321,0.647200882434845
31,0.6797423958778381,0.7186724543571472,0.6684210300445557,0.6450857520103455
