epoch,accuracy,loss,val_accuracy,val_loss
0,0.5521077513694763,0.910013735294342,0.5052631497383118,0.7473034262657166
1,0.5644028186798096,0.7523448467254639,0.5684210658073425,0.7176514267921448
2,0.6381732821464539,0.647681713104248,0.4894736707210541,0.8152366280555725
3,0.6264637112617493,0.6365442872047424,0.5368421077728271,0.7183821797370911
4,0.6703746914863586,0.6169939637184143,0.4736842215061188,0.9691873788833618
5,0.6569086909294128,0.627930760383606,0.5157894492149353,0.784191906452179
6,0.6428571343421936,0.6375740766525269,0.5315789580345154,0.7250872850418091
7,0.6779859662055969,0.6041080355644226,0.4842105209827423,0.8406071066856384
8,0.6797423958778381,0.5963842868804932,0.6052631735801697,0.7086232900619507
9,0.6926229596138,0.5884222984313965,0.5210526585578918,0.7699581980705261
10,0.6926229596138,0.5802783966064453,0.6000000238418579,0.7085918188095093
